gas_ppm,tilt_deg,vibration_g,label,gas_risk,tilt_risk,vibration_risk,structural_risk,joint_risk
768.9,25.51,0.594,critical,0.961125,0.8503333333333334,0.594,0.7221666666666666,0.8416458333333333
551.2,3.56,0.039,elevated,0.6890000000000001,0.11866666666666667,0.039,0.07883333333333334,0.3839166666666667
792.3,18.3,0.683,critical,0.9903749999999999,0.61,0.683,0.6465000000000001,0.8184374999999999
338.1,9.97,0.38,elevated,0.42262500000000003,0.33233333333333337,0.38,0.3561666666666667,0.3893958333333334
226.3,14.82,0.165,elevated,0.282875,0.494,0.165,0.3295,0.3061875
658.9,25.96,0.639,critical,0.8236249999999999,0.8653333333333334,0.639,0.7521666666666667,0.7878958333333332
53.4,2.41,0.024,safe,0.06675,0.08033333333333334,0.024,0.05216666666666667,0.059458333333333335
96.5,1.75,0.019,safe,0.120625,0.058333333333333334,0.019,0.03866666666666667,0.07964583333333333
73.3,1.2,0.06,safe,0.091625,0.04,0.06,0.05,0.0708125
573.7,35.77,0.429,critical,0.717125,1.0,0.429,0.7145,0.7158125
582.9,21.3,0.823,critical,0.728625,0.7100000000000001,0.823,0.7665,0.7475624999999999
659.8,29.12,0.608,critical,0.82475,0.9706666666666667,0.608,0.7893333333333333,0.8070416666666667
474.7,2.2,0.114,elevated,0.593375,0.07333333333333333,0.114,0.09366666666666668,0.34352083333333333
85.9,1.47,0.031,safe,0.10737500000000001,0.049,0.031,0.04,0.0736875
91.8,1.15,0.043,safe,0.11474999999999999,0.03833333333333333,0.043,0.04066666666666666,0.07770833333333332
649.1,19.82,0.389,critical,0.8113750000000001,0.6606666666666666,0.389,0.5248333333333333,0.6681041666666667
351.2,11.33,0.294,elevated,0.439,0.37766666666666665,0.294,0.3358333333333333,0.38741666666666663
760.1,13.8,0.908,critical,0.950125,0.46,0.908,0.684,0.8170625
86.3,1.69,0.065,safe,0.107875,0.05633333333333333,0.065,0.06066666666666667,0.08427083333333334
68.7,2.69,0.057,safe,0.085875,0.08966666666666666,0.057,0.07333333333333333,0.07960416666666667
308.0,11.9,0.232,elevated,0.385,0.39666666666666667,0.232,0.31433333333333335,0.3496666666666667
70.3,1.59,0.039,safe,0.087875,0.053000000000000005,0.039,0.046,0.0669375
473.5,2.72,0.076,elevated,0.591875,0.09066666666666667,0.076,0.08333333333333334,0.3376041666666667
115.6,17.08,0.46,elevated,0.1445,0.5693333333333332,0.46,0.5146666666666666,0.3295833333333333
71.1,1.99,0.059,safe,0.088875,0.06633333333333333,0.059,0.06266666666666666,0.07577083333333333
86.0,1.25,0.072,safe,0.1075,0.041666666666666664,0.072,0.05683333333333333,0.08216666666666667
491.6,34.86,0.801,critical,0.6145,1.0,0.801,0.9005000000000001,0.7575000000000001
92.5,1.87,0.054,safe,0.115625,0.06233333333333334,0.054,0.05816666666666667,0.08689583333333334
276.4,8.71,0.206,elevated,0.3455,0.2903333333333334,0.206,0.2481666666666667,0.29683333333333334
705.6,29.08,0.466,critical,0.882,0.9693333333333333,0.466,0.7176666666666667,0.7998333333333334
483.2,2.74,0.07,elevated,0.604,0.09133333333333334,0.07,0.08066666666666666,0.3423333333333333
823.3,17.5,0.672,critical,1.0,0.5833333333333334,0.672,0.6276666666666667,0.8138333333333334
619.2,23.08,0.482,critical,0.774,0.7693333333333333,0.482,0.6256666666666666,0.6998333333333333
692.7,15.14,0.496,critical,0.8658750000000001,0.5046666666666667,0.496,0.5003333333333333,0.6831041666666666
296.5,10.81,0.265,elevated,0.370625,0.36033333333333334,0.265,0.31266666666666665,0.3416458333333333
93.3,9.76,0.407,elevated,0.11662499999999999,0.3253333333333333,0.407,0.36616666666666664,0.2413958333333333
65.6,2.23,0.045,safe,0.08199999999999999,0.07433333333333333,0.045,0.059666666666666666,0.07083333333333333
682.7,13.92,0.447,critical,0.8533750000000001,0.464,0.447,0.4555,0.6544375
89.5,0.96,0.054,safe,0.111875,0.032,0.054,0.043,0.07743749999999999
635.2,19.45,0.37,critical,0.794,0.6483333333333333,0.37,0.5091666666666667,0.6515833333333334
63.7,0.0,0.039,safe,0.079625,0.0,0.039,0.0195,0.0495625
59.7,2.68,0.052,safe,0.074625,0.08933333333333333,0.052,0.07066666666666667,0.07264583333333333
313.0,11.67,0.24,elevated,0.39125,0.389,0.24,0.3145,0.352875
86.9,1.28,0.045,safe,0.10862500000000001,0.042666666666666665,0.045,0.043833333333333335,0.07622916666666668
76.1,19.38,0.429,elevated,0.09512499999999999,0.646,0.429,0.5375,0.3163125
519.1,35.05,0.812,critical,0.648875,1.0,0.812,0.906,0.7774375
321.9,12.78,0.243,elevated,0.402375,0.426,0.243,0.3345,0.3684375
728.0,25.91,0.393,critical,0.91,0.8636666666666667,0.393,0.6283333333333334,0.7691666666666668
279.1,12.03,0.282,elevated,0.34887500000000005,0.40099999999999997,0.282,0.34149999999999997,0.3451875
55.2,4.27,0.071,safe,0.069,0.1423333333333333,0.071,0.10666666666666666,0.08783333333333333
694.8,27.83,0.476,critical,0.8684999999999999,0.9276666666666666,0.476,0.7018333333333333,0.7851666666666666
526.1,18.4,0.818,critical,0.657625,0.6133333333333333,0.818,0.7156666666666667,0.6866458333333334
101.8,0.2,0.079,safe,0.12725,0.006666666666666667,0.079,0.042833333333333334,0.08504166666666667
57.0,3.16,0.03,safe,0.07125,0.10533333333333333,0.03,0.06766666666666667,0.06945833333333333
634.9,26.92,0.698,critical,0.793625,0.8973333333333334,0.698,0.7976666666666667,0.7956458333333334
212.1,9.09,0.284,elevated,0.265125,0.303,0.284,0.2935,0.27931249999999996
528.1,2.82,0.095,elevated,0.6601250000000001,0.094,0.095,0.0945,0.37731250000000005
294.6,10.51,0.309,elevated,0.36825,0.35033333333333333,0.309,0.32966666666666666,0.34895833333333337
93.6,1.1,0.044,safe,0.11699999999999999,0.03666666666666667,0.044,0.04033333333333333,0.07866666666666666
40.8,1.68,0.051,safe,0.051,0.056,0.051,0.0535,0.05225
108.7,15.48,0.367,elevated,0.135875,0.516,0.367,0.4415,0.2886875
273.2,13.64,0.287,elevated,0.34149999999999997,0.45466666666666666,0.287,0.37083333333333335,0.35616666666666663
320.8,7.35,0.294,elevated,0.401,0.245,0.294,0.26949999999999996,0.33525
104.3,19.6,0.364,elevated,0.130375,0.6533333333333334,0.364,0.5086666666666667,0.31952083333333337
700.5,22.86,0.647,critical,0.875625,0.762,0.647,0.7045,0.7900625
713.8,30.29,0.682,critical,0.89225,1.0,0.682,0.841,0.866625
83.5,3.52,0.028,safe,0.104375,0.11733333333333333,0.028,0.07266666666666667,0.08852083333333333
689.2,28.0,0.629,critical,0.8615,0.9333333333333333,0.629,0.7811666666666667,0.8213333333333334
650.0,22.13,0.544,critical,0.8125,0.7376666666666666,0.544,0.6408333333333334,0.7266666666666667
291.6,12.16,0.339,elevated,0.36450000000000005,0.4053333333333333,0.339,0.37216666666666665,0.36833333333333335
64.4,16.09,0.357,elevated,0.0805,0.5363333333333333,0.357,0.44666666666666666,0.26358333333333334
556.0,27.99,0.599,critical,0.695,0.9329999999999999,0.599,0.766,0.7304999999999999
233.8,8.69,0.195,elevated,0.29225,0.28966666666666663,0.195,0.24233333333333332,0.26729166666666665
84.5,21.69,0.501,elevated,0.105625,0.7230000000000001,0.501,0.6120000000000001,0.35881250000000003
103.2,1.3,0.101,safe,0.129,0.043333333333333335,0.101,0.07216666666666667,0.10058333333333333
648.6,28.53,0.312,critical,0.8107500000000001,0.9510000000000001,0.312,0.6315000000000001,0.721125
66.4,1.01,0.03,safe,0.083,0.033666666666666664,0.03,0.03183333333333333,0.05741666666666667
540.9,23.6,0.702,critical,0.676125,0.7866666666666667,0.702,0.7443333333333333,0.7102291666666667
692.4,23.4,0.593,critical,0.8654999999999999,0.7799999999999999,0.593,0.6864999999999999,0.7759999999999999
680.8,25.64,0.494,critical,0.851,0.8546666666666667,0.494,0.6743333333333333,0.7626666666666666
79.5,0.88,0.048,safe,0.099375,0.029333333333333333,0.048,0.03866666666666667,0.06902083333333334
81.3,0.37,0.082,safe,0.101625,0.012333333333333333,0.082,0.04716666666666667,0.07439583333333333
789.6,37.54,0.708,critical,0.987,1.0,0.708,0.854,0.9205
64.0,2.05,0.022,safe,0.08,0.06833333333333333,0.022,0.04516666666666666,0.06258333333333332
265.6,11.59,0.135,elevated,0.332,0.3863333333333333,0.135,0.26066666666666666,0.29633333333333334
325.4,9.44,0.342,elevated,0.40674999999999994,0.31466666666666665,0.342,0.32833333333333337,0.36754166666666666
499.7,29.38,0.556,critical,0.624625,0.9793333333333333,0.556,0.7676666666666667,0.6961458333333334
241.1,5.74,0.225,elevated,0.301375,0.19133333333333333,0.225,0.20816666666666667,0.25477083333333334
659.0,32.16,0.539,critical,0.82375,1.0,0.539,0.7695000000000001,0.796625
95.0,2.07,0.049,safe,0.11875,0.06899999999999999,0.049,0.059,0.088875
92.2,1.84,0.028,safe,0.11525,0.06133333333333334,0.028,0.04466666666666667,0.07995833333333334
86.9,2.96,0.023,safe,0.10862500000000001,0.09866666666666667,0.023,0.060833333333333336,0.08472916666666667
261.2,7.73,0.186,elevated,0.3265,0.25766666666666665,0.186,0.22183333333333333,0.27416666666666667
550.6,2.97,0.058,elevated,0.68825,0.099,0.058,0.0785,0.383375
90.3,1.14,0.04,safe,0.112875,0.038,0.04,0.039,0.0759375
678.9,32.69,0.675,critical,0.848625,1.0,0.675,0.8375,0.8430625
830.1,18.45,0.811,critical,1.0,0.615,0.811,0.7130000000000001,0.8565
89.2,19.23,0.279,elevated,0.1115,0.641,0.279,0.46,0.28575
70.6,2.55,0.014,safe,0.08825,0.08499999999999999,0.014,0.049499999999999995,0.06887499999999999
730.0,35.43,0.786,critical,0.9125,1.0,0.786,0.893,0.9027499999999999
84.2,1.17,0.066,safe,0.10525000000000001,0.039,0.066,0.052500000000000005,0.078875
329.6,11.62,0.266,elevated,0.41200000000000003,0.3873333333333333,0.266,0.32666666666666666,0.36933333333333335
827.5,34.97,0.475,critical,1.0,1.0,0.475,0.7375,0.86875
100.6,2.25,0.074,safe,0.12575,0.075,0.074,0.0745,0.10012499999999999
376.7,11.63,0.25,elevated,0.470875,0.3876666666666667,0.25,0.31883333333333336,0.3948541666666667
699.7,29.74,0.461,critical,0.8746250000000001,0.9913333333333333,0.461,0.7261666666666666,0.8003958333333334
316.9,8.17,0.386,elevated,0.39612499999999995,0.2723333333333333,0.386,0.32916666666666666,0.36264583333333333
585.0,23.42,0.593,critical,0.73125,0.7806666666666667,0.593,0.6868333333333334,0.7090416666666667
624.1,27.56,0.558,critical,0.7801250000000001,0.9186666666666666,0.558,0.7383333333333333,0.7592291666666666
492.9,33.9,1.042,critical,0.6161249999999999,1.0,1.0,1.0,0.8080624999999999
15.2,2.87,0.081,safe,0.019,0.09566666666666666,0.081,0.08833333333333333,0.05366666666666667
601.7,21.74,0.723,critical,0.752125,0.7246666666666666,0.723,0.7238333333333333,0.7379791666666666
86.1,1.02,0.053,safe,0.107625,0.034,0.053,0.0435,0.0755625
404.2,10.03,0.236,elevated,0.50525,0.3343333333333333,0.236,0.2851666666666667,0.39520833333333333
85.0,1.94,0.032,safe,0.10625,0.06466666666666666,0.032,0.04833333333333333,0.07729166666666666
669.5,25.2,0.592,critical,0.836875,0.84,0.592,0.716,0.7764375
637.1,25.99,0.862,critical,0.796375,0.8663333333333333,0.862,0.8641666666666666,0.8302708333333333
746.5,24.06,0.495,critical,0.933125,0.8019999999999999,0.495,0.6485,0.7908124999999999
240.5,10.93,0.034,elevated,0.300625,0.36433333333333334,0.034,0.19916666666666666,0.24989583333333332
430.0,2.85,0.041,elevated,0.5375,0.095,0.041,0.068,0.30274999999999996
284.5,10.1,0.273,elevated,0.355625,0.33666666666666667,0.273,0.30483333333333335,0.3302291666666667
53.6,1.06,0.035,safe,0.067,0.035333333333333335,0.035,0.035166666666666666,0.051083333333333335
55.3,2.37,0.054,safe,0.06912499999999999,0.079,0.054,0.0665,0.0678125
537.3,27.13,0.787,critical,0.6716249999999999,0.9043333333333333,0.787,0.8456666666666667,0.7586458333333332
525.0,2.53,0.052,elevated,0.65625,0.08433333333333333,0.052,0.06816666666666667,0.36220833333333335
348.0,24.97,0.661,critical,0.435,0.8323333333333333,0.661,0.7466666666666666,0.5908333333333333
676.0,28.35,0.671,critical,0.845,0.9450000000000001,0.671,0.808,0.8265
297.3,10.7,0.311,elevated,0.37162500000000004,0.35666666666666663,0.311,0.3338333333333333,0.35272916666666665
195.6,7.08,0.201,elevated,0.2445,0.23600000000000002,0.201,0.21850000000000003,0.2315
208.6,9.61,0.337,elevated,0.26075,0.3203333333333333,0.337,0.32866666666666666,0.29470833333333335
89.5,1.35,0.067,safe,0.111875,0.045000000000000005,0.067,0.05600000000000001,0.0839375
52.0,2.97,0.065,safe,0.065,0.099,0.065,0.082,0.07350000000000001
926.0,28.45,0.761,critical,1.0,0.9483333333333334,0.761,0.8546666666666667,0.9273333333333333
491.9,23.03,0.722,critical,0.614875,0.7676666666666667,0.722,0.7448333333333333,0.6798541666666666
83.7,1.91,0.051,safe,0.10462500000000001,0.06366666666666666,0.051,0.05733333333333333,0.08097916666666667
542.7,3.48,0.021,elevated,0.6783750000000001,0.116,0.021,0.0685,0.37343750000000003
83.1,1.81,0.064,safe,0.103875,0.060333333333333336,0.064,0.06216666666666667,0.08302083333333334
739.5,28.62,0.428,critical,0.924375,0.9540000000000001,0.428,0.6910000000000001,0.8076875
72.3,3.14,0.074,safe,0.090375,0.10466666666666667,0.074,0.08933333333333333,0.08985416666666667
97.0,2.33,0.073,safe,0.12125,0.07766666666666668,0.073,0.07533333333333334,0.09829166666666667
384.0,8.0,0.235,elevated,0.48,0.26666666666666666,0.235,0.25083333333333335,0.36541666666666667
108.1,1.75,0.023,safe,0.135125,0.058333333333333334,0.023,0.04066666666666667,0.08789583333333334
89.6,2.2,0.062,safe,0.11199999999999999,0.07333333333333333,0.062,0.06766666666666667,0.08983333333333332
101.7,0.6,0.052,safe,0.12712500000000002,0.02,0.052,0.036,0.08156250000000001
313.5,8.84,0.415,elevated,0.391875,0.2946666666666667,0.415,0.35483333333333333,0.37335416666666665
70.5,2.58,0.056,safe,0.088125,0.08600000000000001,0.056,0.07100000000000001,0.07956250000000001
311.9,6.06,0.505,elevated,0.38987499999999997,0.20199999999999999,0.505,0.3535,0.37168749999999995
678.6,27.43,0.613,critical,0.8482500000000001,0.9143333333333333,0.613,0.7636666666666667,0.8059583333333333
472.7,24.23,0.362,critical,0.590875,0.8076666666666666,0.362,0.5848333333333333,0.5878541666666667
584.6,24.93,0.658,critical,0.73075,0.831,0.658,0.7444999999999999,0.737625
742.6,32.41,0.694,critical,0.92825,1.0,0.694,0.847,0.887625
69.9,0.24,0.034,safe,0.08737500000000001,0.008,0.034,0.021,0.054187500000000006
660.9,34.29,0.724,critical,0.826125,1.0,0.724,0.862,0.8440624999999999
303.6,9.48,0.198,elevated,0.3795,0.316,0.198,0.257,0.31825000000000003
114.4,16.0,0.453,elevated,0.14300000000000002,0.5333333333333333,0.453,0.49316666666666664,0.31808333333333333
787.4,27.18,0.68,critical,0.98425,0.906,0.68,0.793,0.888625
753.9,24.5,0.65,critical,0.942375,0.8166666666666667,0.65,0.7333333333333334,0.8378541666666667
81.6,2.75,0.071,safe,0.102,0.09166666666666666,0.071,0.08133333333333333,0.09166666666666666
461.8,25.31,0.807,critical,0.57725,0.8436666666666667,0.807,0.8253333333333334,0.7012916666666666
717.0,19.47,0.762,critical,0.89625,0.6489999999999999,0.762,0.7055,0.800875
696.8,19.28,0.738,critical,0.871,0.6426666666666667,0.738,0.6903333333333334,0.7806666666666666
693.2,33.53,0.59,critical,0.8665,1.0,0.59,0.7949999999999999,0.83075
519.3,3.41,0.077,elevated,0.649125,0.11366666666666667,0.077,0.09533333333333333,0.3722291666666666
666.9,25.13,0.37,critical,0.833625,0.8376666666666667,0.37,0.6038333333333333,0.7187291666666666
680.0,19.42,0.563,critical,0.85,0.6473333333333334,0.563,0.6051666666666666,0.7275833333333332
613.0,25.63,0.665,critical,0.76625,0.8543333333333333,0.665,0.7596666666666667,0.7629583333333334
390.2,4.49,0.264,elevated,0.48774999999999996,0.14966666666666667,0.264,0.20683333333333334,0.34729166666666667
113.4,11.74,0.342,elevated,0.14175000000000001,0.39133333333333337,0.342,0.3666666666666667,0.25420833333333337
414.8,9.25,0.172,elevated,0.5185,0.30833333333333335,0.172,0.24016666666666667,0.3793333333333333
51.4,0.99,0.057,safe,0.06425,0.033,0.057,0.045,0.054625
570.8,22.7,0.505,critical,0.7134999999999999,0.7566666666666666,0.505,0.6308333333333334,0.6721666666666666
272.5,10.01,0.363,elevated,0.340625,0.33366666666666667,0.363,0.34833333333333333,0.34447916666666667
304.7,5.96,0.17,elevated,0.38087499999999996,0.19866666666666666,0.17,0.18433333333333335,0.28260416666666666
81.2,0.47,0.039,safe,0.1015,0.015666666666666666,0.039,0.027333333333333334,0.06441666666666668
650.6,27.77,0.497,critical,0.81325,0.9256666666666666,0.497,0.7113333333333334,0.7622916666666667
80.9,1.93,0.03,safe,0.101125,0.06433333333333333,0.03,0.04716666666666666,0.07414583333333333
563.3,28.7,0.828,critical,0.7041249999999999,0.9566666666666667,0.828,0.8923333333333333,0.7982291666666665
700.9,28.83,0.724,critical,0.8761249999999999,0.961,0.724,0.8425,0.8593124999999999
628.5,24.54,0.955,critical,0.785625,0.818,0.955,0.8865,0.8360624999999999
260.8,9.05,0.141,elevated,0.326,0.3016666666666667,0.141,0.22133333333333333,0.27366666666666667
67.3,11.64,0.46,elevated,0.08412499999999999,0.388,0.46,0.42400000000000004,0.2540625
668.4,29.01,0.471,critical,0.8355,0.9670000000000001,0.471,0.7190000000000001,0.77725
67.0,0.79,0.035,safe,0.08375,0.026333333333333334,0.035,0.03066666666666667,0.05720833333333333
709.4,27.09,0.606,critical,0.8867499999999999,0.903,0.606,0.7545,0.8206249999999999
593.8,15.35,0.565,critical,0.74225,0.5116666666666666,0.565,0.5383333333333333,0.6402916666666667
311.2,10.84,0.3,elevated,0.389,0.36133333333333334,0.3,0.33066666666666666,0.35983333333333334
746.9,24.38,0.482,critical,0.9336249999999999,0.8126666666666666,0.482,0.6473333333333333,0.7904791666666666
379.0,9.92,0.227,elevated,0.47375,0.33066666666666666,0.227,0.2788333333333333,0.3762916666666667
605.0,26.56,0.56,critical,0.75625,0.8853333333333333,0.56,0.7226666666666667,0.7394583333333333
664.3,25.0,0.402,critical,0.830375,0.8333333333333334,0.402,0.6176666666666667,0.7240208333333333
334.2,7.88,0.369,elevated,0.41775,0.26266666666666666,0.369,0.3158333333333333,0.3667916666666666
88.9,2.39,0.039,safe,0.111125,0.07966666666666668,0.039,0.059333333333333335,0.08522916666666666
712.2,34.7,0.964,critical,0.8902500000000001,1.0,0.964,0.982,0.9361250000000001
791.1,31.69,0.591,critical,0.9888750000000001,1.0,0.591,0.7955,0.8921875
745.3,29.04,0.596,critical,0.9316249999999999,0.968,0.596,0.782,0.8568125
111.7,2.63,0.04,safe,0.139625,0.08766666666666666,0.04,0.06383333333333333,0.10172916666666666
272.9,16.96,0.121,elevated,0.34112499999999996,0.5653333333333334,0.121,0.3431666666666667,0.3421458333333333
299.8,7.64,0.284,elevated,0.37475,0.25466666666666665,0.284,0.2693333333333333,0.32204166666666667
70.6,1.24,0.041,safe,0.08825,0.04133333333333333,0.041,0.04116666666666667,0.06470833333333334
599.4,2.51,0.097,elevated,0.74925,0.08366666666666665,0.097,0.09033333333333332,0.4197916666666667
561.8,33.41,0.632,critical,0.7022499999999999,1.0,0.632,0.8160000000000001,0.759125
304.6,5.88,0.219,elevated,0.38075000000000003,0.196,0.219,0.20750000000000002,0.294125
258.5,7.69,0.274,elevated,0.323125,0.25633333333333336,0.274,0.26516666666666666,0.29414583333333333
237.6,7.73,0.231,elevated,0.297,0.25766666666666665,0.231,0.24433333333333335,0.27066666666666667
629.2,16.19,0.359,critical,0.7865000000000001,0.5396666666666667,0.359,0.44933333333333336,0.6179166666666667
77.4,22.17,0.417,elevated,0.09675,0.7390000000000001,0.417,0.5780000000000001,0.33737500000000004
578.2,2.8,0.064,elevated,0.72275,0.09333333333333332,0.064,0.07866666666666666,0.40070833333333333
599.2,23.62,0.67,critical,0.7490000000000001,0.7873333333333333,0.67,0.7286666666666667,0.7388333333333335
551.3,23.85,0.401,critical,0.689125,0.795,0.401,0.5980000000000001,0.6435625
599.1,25.3,0.741,critical,0.7488750000000001,0.8433333333333334,0.741,0.7921666666666667,0.7705208333333333
547.2,33.94,0.64,critical,0.684,1.0,0.64,0.8200000000000001,0.752
600.8,30.09,0.528,critical,0.7509999999999999,1.0,0.528,0.764,0.7575
258.7,12.26,0.239,elevated,0.32337499999999997,0.4086666666666667,0.239,0.3238333333333333,0.32360416666666664
577.7,2.94,0.068,elevated,0.722125,0.098,0.068,0.083,0.4025625
294.1,11.26,0.247,elevated,0.36762500000000004,0.37533333333333335,0.247,0.3111666666666667,0.33939583333333334
70.0,2.15,0.064,safe,0.0875,0.07166666666666667,0.064,0.06783333333333333,0.07766666666666666
90.1,2.53,0.028,safe,0.11262499999999999,0.08433333333333333,0.028,0.05616666666666666,0.08439583333333332
706.1,21.15,0.719,critical,0.882625,0.705,0.719,0.712,0.7973125
93.1,0.8,0.064,safe,0.11637499999999999,0.02666666666666667,0.064,0.04533333333333334,0.08085416666666667
398.0,6.87,0.175,elevated,0.4975,0.229,0.175,0.202,0.34975
55.6,1.85,0.017,safe,0.0695,0.06166666666666667,0.017,0.03933333333333333,0.05441666666666667
282.1,11.99,0.242,elevated,0.352625,0.39966666666666667,0.242,0.3208333333333333,0.33672916666666663
62.2,1.72,0.064,safe,0.07775,0.05733333333333333,0.064,0.06066666666666667,0.06920833333333333
750.1,17.44,0.702,critical,0.937625,0.5813333333333334,0.702,0.6416666666666666,0.7896458333333334
494.6,26.24,0.693,critical,0.6182500000000001,0.8746666666666666,0.693,0.7838333333333333,0.7010416666666667
473.1,21.04,0.66,critical,0.591375,0.7013333333333333,0.66,0.6806666666666666,0.6360208333333333
730.7,23.24,0.644,critical,0.913375,0.7746666666666666,0.644,0.7093333333333334,0.8113541666666667
500.2,3.82,0.024,elevated,0.62525,0.12733333333333333,0.024,0.07566666666666666,0.3504583333333333
639.4,30.36,0.462,critical,0.79925,1.0,0.462,0.731,0.765125
50.7,1.53,0.044,safe,0.063375,0.051000000000000004,0.044,0.0475,0.0554375
201.3,7.45,0.122,elevated,0.251625,0.24833333333333335,0.122,0.18516666666666667,0.21839583333333334
64.1,2.84,0.049,safe,0.08012499999999999,0.09466666666666666,0.049,0.07183333333333333,0.07597916666666665
676.9,36.86,0.567,critical,0.846125,1.0,0.567,0.7835,0.8148124999999999
254.8,7.65,0.191,elevated,0.3185,0.255,0.191,0.223,0.27075
704.6,15.41,0.598,critical,0.88075,0.5136666666666667,0.598,0.5558333333333334,0.7182916666666668
346.3,9.95,0.355,elevated,0.432875,0.33166666666666667,0.355,0.3433333333333333,0.3881041666666667
220.6,17.81,0.104,elevated,0.27575,0.5936666666666667,0.104,0.34883333333333333,0.31229166666666663
86.5,23.17,0.382,elevated,0.108125,0.7723333333333334,0.382,0.5771666666666667,0.34264583333333337
90.3,1.41,0.054,safe,0.112875,0.047,0.054,0.0505,0.0816875
285.2,9.98,0.285,elevated,0.3565,0.33266666666666667,0.285,0.3088333333333333,0.33266666666666667
685.1,20.02,0.727,critical,0.856375,0.6673333333333333,0.727,0.6971666666666667,0.7767708333333334
338.5,9.13,0.415,elevated,0.423125,0.30433333333333334,0.415,0.3596666666666667,0.39139583333333333
630.3,14.33,0.451,critical,0.787875,0.4776666666666667,0.451,0.4643333333333334,0.6261041666666667
462.9,2.48,0.078,elevated,0.578625,0.08266666666666667,0.078,0.08033333333333334,0.32947916666666666
75.3,1.02,0.068,safe,0.094125,0.034,0.068,0.051000000000000004,0.0725625
75.3,1.98,0.058,safe,0.094125,0.066,0.058,0.062,0.0780625
630.5,21.97,0.729,critical,0.788125,0.7323333333333333,0.729,0.7306666666666666,0.7593958333333333
595.1,26.04,0.406,critical,0.7438750000000001,0.868,0.406,0.637,0.6904375
636.1,22.52,0.614,critical,0.7951250000000001,0.7506666666666667,0.614,0.6823333333333333,0.7387291666666667
811.2,25.25,0.432,critical,1.0,0.8416666666666667,0.432,0.6368333333333334,0.8184166666666667
758.6,22.56,0.413,critical,0.94825,0.752,0.413,0.5825,0.765375
234.2,8.41,0.328,elevated,0.29275,0.2803333333333333,0.328,0.3041666666666667,0.2984583333333334
558.1,32.93,0.672,critical,0.697625,1.0,0.672,0.8360000000000001,0.7668125000000001
590.8,33.24,0.485,critical,0.7384999999999999,1.0,0.485,0.7424999999999999,0.7404999999999999
80.1,1.89,0.068,safe,0.10012499999999999,0.063,0.068,0.0655,0.0828125
460.6,36.97,0.506,critical,0.57575,1.0,0.506,0.753,0.6643749999999999
621.4,21.4,0.691,critical,0.7767499999999999,0.7133333333333333,0.691,0.7021666666666666,0.7394583333333333
296.2,10.04,0.266,elevated,0.37024999999999997,0.3346666666666666,0.266,0.30033333333333334,0.33529166666666665
353.7,10.08,0.26,elevated,0.442125,0.336,0.26,0.29800000000000004,0.3700625
425.3,13.56,0.301,elevated,0.531625,0.452,0.301,0.3765,0.45406250000000004
101.1,0.59,0.049,safe,0.126375,0.019666666666666666,0.049,0.034333333333333334,0.08035416666666666
79.7,2.08,0.047,safe,0.099625,0.06933333333333333,0.047,0.058166666666666665,0.07889583333333333
690.7,27.78,0.864,critical,0.863375,0.926,0.864,0.895,0.8791875
87.2,2.93,0.069,safe,0.109,0.09766666666666667,0.069,0.08333333333333334,0.09616666666666668
61.6,3.5,0.071,safe,0.077,0.11666666666666667,0.071,0.09383333333333332,0.08541666666666667
87.5,2.79,0.047,safe,0.109375,0.093,0.047,0.07,0.0896875
505.6,27.06,0.551,critical,0.632,0.9019999999999999,0.551,0.7264999999999999,0.6792499999999999
65.4,2.64,0.023,safe,0.08175,0.08800000000000001,0.023,0.05550000000000001,0.068625
288.2,7.74,0.229,elevated,0.36024999999999996,0.258,0.229,0.2435,0.301875
715.6,20.95,0.555,critical,0.8945000000000001,0.6983333333333334,0.555,0.6266666666666667,0.7605833333333334
205.0,10.58,0.191,elevated,0.25625,0.3526666666666667,0.191,0.27183333333333337,0.2640416666666667
85.6,2.83,0.062,safe,0.107,0.09433333333333334,0.062,0.07816666666666666,0.09258333333333332
280.8,8.17,0.216,elevated,0.35100000000000003,0.2723333333333333,0.216,0.24416666666666664,0.2975833333333333
781.0,19.99,0.646,critical,0.97625,0.6663333333333333,0.646,0.6561666666666667,0.8162083333333333
177.5,17.48,0.016,elevated,0.221875,0.5826666666666667,0.016,0.29933333333333334,0.26060416666666664
263.9,8.31,0.237,elevated,0.329875,0.277,0.237,0.257,0.2934375
355.0,13.6,0.291,elevated,0.44375,0.4533333333333333,0.291,0.37216666666666665,0.4079583333333333
96.3,0.3,0.083,safe,0.120375,0.01,0.083,0.0465,0.0834375
57.9,1.89,0.049,safe,0.072375,0.063,0.049,0.056,0.0641875
328.6,15.14,0.221,elevated,0.41075,0.5046666666666667,0.221,0.36283333333333334,0.38679166666666664
563.4,20.03,0.565,critical,0.7042499999999999,0.6676666666666667,0.565,0.6163333333333334,0.6602916666666667
82.0,3.06,0.039,safe,0.1025,0.10200000000000001,0.039,0.07050000000000001,0.0865
118.6,15.19,0.386,elevated,0.14825,0.5063333333333333,0.386,0.44616666666666666,0.2972083333333333
366.3,11.61,0.291,elevated,0.45787500000000003,0.38699999999999996,0.291,0.33899999999999997,0.3984375
647.4,25.04,0.445,critical,0.80925,0.8346666666666667,0.445,0.6398333333333334,0.7245416666666666
68.9,20.04,0.426,elevated,0.08612500000000001,0.6679999999999999,0.426,0.5469999999999999,0.31656249999999997
